SourceFile,Latitude,Longitude,AbsoluteAltitude,RelativeAltitude,GimbalRollDegree,GimbalYawDegree,GimbalPitchDegree,FlightRollDegree,FlightYawDegree,FlightPitchDegree
./DJI_0601.JPG,+33.8490338,-106.8731846,+1.20,+1328.33,+0.00,-30.20,-89.90,-1.20,-11.40,-1.60
./DJI_0365.JPG,+33.8494876,-106.8739339,+1.20,+1328.43,+0.00,+145.50,-89.90,-0.60,+169.00,+0.50
./DJI_0403.JPG,+33.8478108,-106.8735363,+1.20,+1328.23,+0.00,+149.50,-89.90,+1.20,+168.80,-1.30
./DJI_0417.JPG,+33.8476502,-106.8733700,+1.20,+1328.33,+0.00,-28.50,-89.90,-0.10,-11.10,-0.60
./DJI_0371.JPG,+33.8492242,-106.8738700,+1.20,+1328.43,+0.00,+148.80,-89.90,+0.30,+169.10,+0.50
./DJI_0359.JPG,+33.8493449,-106.8740174,+1.20,+1328.23,+0.00,-26.80,-89.90,-1.30,+0.60,-2.10
./DJI_0358.JPG,+33.8492993,-106.8740151,+1.20,+1328.23,+0.00,-30.20,-89.90,-0.30,-9.40,-3.20
./DJI_0416.JPG,+33.8476059,-106.8733604,+1.20,+1328.33,+0.00,-27.90,-89.90,+0.40,-11.10,-1.00
./DJI_0370.JPG,+33.8492677,-106.8738802,+1.20,+1328.43,+0.00,+148.50,-89.90,+0.00,+169.30,+0.60
./DJI_0364.JPG,+33.8495501,-106.8739474,+1.20,+1328.43,+0.00,+28.00,-90.00,+17.90,+99.60,-1.70
./DJI_0402.JPG,+33.8478556,-106.8735461,+1.20,+1328.23,+0.00,+149.50,-89.90,+0.80,+168.80,-2.20
